,year,city,population
3788,2003,בית שקמה,-
3789,2003,ביתן אהרן,-
3790,2003,ביתר עילית,-
3791,2003,בלפוריה,-
3792,2003,בן זכאי,-
3793,2003,בן עמי,-
3794,2003,בן שמן (כפר נוער),-
3795,2003,בן שמן (מושב),-
3796,2003,בני ברק,-
3797,2003,בני דרום,-
3798,2003,בני דרור,-
3799,2003,בני יהודה,-
3800,2003,בני עטרות,-
3801,2002,אבו גוש,-
3802,2002,אבו סנאן,-
3803,2002,אבטין,-
3804,2002,אבטליון,-
3805,2002,אביאל,-
3806,2002,אביבים,-
3807,2002,אביגדור,-
3808,2002,אביחיל,-
3809,2002,אביטל,-
3810,2002,אביעזר,-
3811,2002,אבירים,-
3812,2002,אבן יהודה,-
3813,2002,אבן מנחם,-
3814,2002,אבן ספיר,-
3815,2002,אבן שמואל,-
3816,2002,אבני איתן,-
3817,2002,אבני חפץ,-
3818,2002,אבשלום,-
3819,2002,אדורה,-
3820,2002,אדירים,-
3821,2002,אדמית,-
3822,2002,אדרת,-
3823,2002,אודים,-
3824,2002,אודם,-
3825,2002,אוהד,-
3826,2002,אוהלו,-
3827,2002,אום אל-פחם,-
3828,2002,אום אל-קוטוף,-
3829,2002,אומן,-
3830,2002,אומץ,-
3831,2002,אופקים,-
3832,2002,אור הגנוז,-
3833,2002,אור הנר,-
3834,2002,אור יהודה,-
3835,2002,אור עקיבא,-
3836,2002,אורה,-
3837,2002,אורון,-
3838,2002,אורות,-
3839,2002,אורטל,-
3840,2002,אורים,-
3841,2002,אורנים,-
3842,2002,אורנית,-
3843,2002,אושה,-
3844,2002,אזור,-
3845,2002,אזור תעשייה אכזיב (מילואות),-
3846,2002,אזור תעשייה נעמן (מילואות),-
3847,2002,אחווה,-
3848,2002,אחוזם,-
3849,2002,אחוזת ברק,-
3850,2002,אחיהוד,-
3851,2002,אחיטוב,-
3852,2002,אחיסמך,-
3853,2002,אחיעזר,-
3854,2002,איבים,-
3855,2002,אייל,-
3856,2002,איילת השחר,-
3857,2002,אילון,-
3858,2002,אילון תבור*,-
3859,2002,אילות,-
3860,2002,אילנייה,-
3861,2002,אילת,-
3862,2002,איתמר,-
3863,2002,איתן,-
3864,2002,איתנים,-
3865,2002,אכסאל,-
3866,2002,אל -עזי,-
3867,2002,אל -עריאן,-
3868,2002,אל -רום,-
3869,2002,אלומה,-
3870,2002,אלומות,-
3871,2002,אלון הגליל,-
3872,2002,אלון מורה,-
3873,2002,אלון שבות,-
3874,2002,אלוני אבא,-
3875,2002,אלוני הבשן,-
3876,2002,אלוני יצחק,-
3877,2002,אלונים,-
3878,2002,אלי סיני,-
3879,2002,אליכין,-
3880,2002,אלי-עד,-
3881,2002,אליפז,-
3882,2002,אליפלט,-
3883,2002,אליקים,-
3884,2002,אלישיב,-
3885,2002,אלישמע,-
3886,2002,אלמגור,-
3887,2002,אלמוג,-
3888,2002,אלעד,-
3889,2002,אלעזר,-
3890,2002,אלפי מנשה,-
3891,2002,אלקוש,-
3892,2002,אלקנה,-
3893,2002,אמונים,-
3894,2002,אמירים,-
3895,2002,אמנון,-
3896,2002,אמציה,-
3897,2002,אניעם,-
3898,2002,אספר,-
3899,2002,אעבלין,-
3900,2002,אפיק,-
3901,2002,אפיקים,-
3902,2002,אפעל-מרכז סמינריוני,-
3903,2002,אפק,-
3904,2002,אפרתה,-
3905,2002,ארבל,-
3906,2002,ארגמן,-
3907,2002,ארז,-
3908,2002,אריאל,-
3909,2002,ארסוף,-
3910,2002,אשבול,-
3911,2002,אשבל,-
3912,2002,אשדוד,-
3913,2002,אשדות יעקב (איחוד),-
3914,2002,אשדות יעקב (מאוחד),-
3915,2002,אשחר,-
3916,2002,אשכולות,-
3917,2002,אשל הנשיא,-
3918,2002,אשלים,-
3919,2002,אשקלון,-
3920,2002,אשרת,-
3921,2002,אשתאול,-
3922,2002,אתגר,-
3923,2002,באקה אל-גרביה,-
3924,2002,באר אורה,-
3925,2002,באר טוביה,-
3926,2002,באר יעקב,-
3927,2002,באר שבע,-
3928,2002,בארות יצחק,-
3929,2002,בארותיים,-
3930,2002,בארי,-
3931,2002,בדולח,-
3932,2002,בוסתן הגליל,-
3933,2002,בועיינה-נוג'ידאת,-
3934,2002,בוקעאתא,-
3935,2002,בורגתה,-
3936,2002,בחן,-
3937,2002,בטחה,-
3938,2002,"בי""ס אזורי מקיף-מטה אשר*",-
3939,2002,ביצרון,-
3940,2002,ביר אל-מכסור,-
3941,2002,בירייה,-
3942,2002,בית אורן,-
3943,2002,בית אל,-
3944,2002,בית אלעזרי,-
3945,2002,בית אלפא,-
3946,2002,בית אריה,-
3947,2002,בית ברל,-
3948,2002,בית גוברין,-
3949,2002,בית גמליאל,-
3950,2002,בית ג'ן,-
3951,2002,בית דגן,-
3952,2002,בית הגדי,-
3953,2002,בית הלוי,-
3954,2002,בית הלל,-
3955,2002,בית העמק,-
3956,2002,בית הערבה,-
3957,2002,בית השיטה,-
3958,2002,בית זיד,-
3959,2002,בית זית,-
3960,2002,בית זרע,-
3961,2002,בית חולים פורייה,-
3962,2002,בית חורון,-
3963,2002,בית חלקיה,-
3964,2002,בית חנן,-
3965,2002,בית חנניה,-
3966,2002,בית חרות,-
3967,2002,בית חשמונאי,-
3968,2002,בית יהושע,-
3969,2002,בית יוסף,-
3970,2002,בית ינאי,-
3971,2002,בית יצחק-שער חפר,-
3972,2002,בית לחם הגלילית,-
3973,2002,בית מאיר,-
3974,2002,בית נחמיה,-
3975,2002,בית ניר,-
3976,2002,בית נקופה,-
3977,2002,בית עובד,-
3978,2002,בית עוזיאל,-
3979,2002,בית עזרא,-
3980,2002,בית עריף,-
3981,2002,בית צבי,-
3982,2002,בית קמה,-
3983,2002,בית קשת,-
3984,2002,בית רבן,-
3985,2002,בית רימון,-
3986,2002,בית שאן,-
3987,2002,בית שמש,-
3988,2002,בית שערים,-
3989,2002,בית שקמה,-
3990,2002,ביתן אהרן,-
3991,2002,ביתר עילית,-
3992,2002,בלפוריה,-
3993,2002,בן זכאי,-
3994,2002,בן עמי,-
3995,2002,בן שמן (כפר נוער),-
3996,2002,בן שמן (מושב),-
3997,2002,בני ברק,-
3998,2002,בני דרום,-
3999,2002,בני דרור,-
4000,2002,בני יהודה,-
4001,2001,אבו גוש,-
4002,2001,אבו סנאן,-
4003,2001,אבטין,-
4004,2001,אבטליון,-
4005,2001,אביאל,-
4006,2001,אביבים,-
4007,2001,אביגדור,-
4008,2001,אביחיל,-
4009,2001,אביטל,-
4010,2001,אביעזר,-
4011,2001,אבירים,-
4012,2001,אבן יהודה,-
4013,2001,אבן יצחק (גלעד),-
4014,2001,אבן מנחם,-
4015,2001,אבן ספיר,-
4016,2001,אבן שמואל,-
4017,2001,אבני איתן,-
4018,2001,אבני חפץ,-
4019,2001,אבשלום,-
4020,2001,אדורה,-
4021,2001,אדירים,-
4022,2001,אדמית,-
4023,2001,אדרת,-
4024,2001,אודים,-
4025,2001,אודם,-
4026,2001,אוהד,-
4027,2001,אוהלו,-
4028,2001,אום אל-פחם,-
4029,2001,אום אל-קוטוף,-
4030,2001,אומן,-
4031,2001,אומץ,-
4032,2001,אופקים,-
4033,2001,אור הגנוז,-
4034,2001,אור הנר,-
4035,2001,אור יהודה,-
4036,2001,אור עקיבא,-
4037,2001,אורה,-
4038,2001,אורות,-
4039,2001,אורטל,-
4040,2001,אורים,-
4041,2001,אורנים,-
4042,2001,אורנית,-
4043,2001,אושה,-
4044,2001,אזור,-
4045,2001,אחווה,-
4046,2001,אחוזם,-
4047,2001,אחוזת ברק,-
4048,2001,אחיהוד,-
4049,2001,אחיטוב,-
4050,2001,אחיסמך,-
4051,2001,אחיעזר,-
4052,2001,איבים,-
4053,2001,אייל,-
4054,2001,איילת השחר,-
4055,2001,אילון,-
4056,2001,אילות,-
4057,2001,אילנייה,-
4058,2001,אילת,-
4059,2001,איתמר,-
4060,2001,איתן,-
4061,2001,איתנים,-
4062,2001,אכסאל,-
4063,2001,אל -עזי,-
4064,2001,אל -עריאן,-
4065,2001,אל -רום,-
4066,2001,אלומה,-
4067,2001,אלומות,-
4068,2001,אלון הגליל,-
4069,2001,אלון מורה,-
4070,2001,אלון שבות,-
4071,2001,אלוני אבא,-
4072,2001,אלוני הבשן,-
4073,2001,אלוני יצחק,-
4074,2001,אלונים,-
4075,2001,אלי סיני,-
4076,2001,אליכין,-
4077,2001,אלי-עד,-
4078,2001,אליפז,-
4079,2001,אליפלט,-
4080,2001,אליקים,-
4081,2001,אלישיב,-
4082,2001,אלישמע,-
4083,2001,אלמגור,-
4084,2001,אלמוג,-
4085,2001,אלעד,-
4086,2001,אלעזר,-
4087,2001,אלפי מנשה,-
4088,2001,אלקוש,-
4089,2001,אלקנה,-
4090,2001,אמונים,-
4091,2001,אמירים,-
4092,2001,אמנון,-
4093,2001,אמציה,-
4094,2001,אניעם,-
4095,2001,אספר,-
4096,2001,אעבלין,-
4097,2001,אפיק,-
4098,2001,אפיקים,-
4099,2001,אפעל-מרכז סמינריוני,-
4100,2001,אפק,-
4101,2001,אפרתה,-
4102,2001,ארבל,-
4103,2001,ארגמן,-
4104,2001,ארז,-
4105,2001,אריאל,-
4106,2001,ארסוף,-
4107,2001,אשבול,-
4108,2001,אשבל,-
4109,2001,אשדוד,-
4110,2001,אשדות יעקב (איחוד),-
4111,2001,אשדות יעקב (מאוחד),-
4112,2001,אשחר,-
4113,2001,אשכולות,-
4114,2001,אשל הנשיא,-
4115,2001,אשלים,-
4116,2001,אשקלון,-
4117,2001,אשרת,-
4118,2001,אשתאול,-
4119,2001,אתגר,-
4120,2001,באקה אל-גרביה,-
4121,2001,באר אורה,-
4122,2001,באר טוביה,-
4123,2001,באר יעקב,-
4124,2001,באר שבע,-
4125,2001,בארות יצחק,-
4126,2001,בארותיים,-
4127,2001,בארי,-
4128,2001,בדולח,-
4129,2001,בוסתן הגליל,-
4130,2001,בועיינה-נוג'ידאת,-
4131,2001,בוקעאתא,-
4132,2001,בורגתה,-
4133,2001,בחן,-
4134,2001,בטחה,-
4135,2001,ביצרון,-
4136,2001,ביר אל-מכסור,-
4137,2001,בירייה,-
4138,2001,בית אורן,-
4139,2001,בית אל,-
4140,2001,בית אלעזרי,-
4141,2001,בית אלפא,-
4142,2001,בית אריה,-
4143,2001,בית ברל,-
4144,2001,בית גוברין,-
4145,2001,בית גמליאל,-
4146,2001,בית ג'ן,-
4147,2001,בית דגן,-
4148,2001,בית הגדי,-
4149,2001,בית הלוי,-
4150,2001,בית הלל,-
4151,2001,בית העמק,-
4152,2001,בית הערבה,-
4153,2001,בית השיטה,-
4154,2001,בית זיד,-
4155,2001,בית זית,-
4156,2001,בית זרע,-
4157,2001,בית חולים פוריה,-
4158,2001,בית חורון,-
4159,2001,בית חלקיה,-
4160,2001,בית חנן,-
4161,2001,בית חנניה,-
4162,2001,בית חרות,-
4163,2001,בית חשמונאי,-
4164,2001,בית יהושע,-
4165,2001,בית יוסף,-
4166,2001,בית ינאי,-
4167,2001,בית יצחק-שער חפר,-
4168,2001,בית לחם הגלילית,-
4169,2001,בית מאיר,-
4170,2001,בית נחמיה,-
4171,2001,בית ניר,-
4172,2001,בית נקופה,-
4173,2001,בית עובד,-
4174,2001,בית עוזיאל,-
4175,2001,בית עזרא,-
4176,2001,בית עריף,-
4177,2001,בית צבי,-
4178,2001,בית קמה,-
4179,2001,בית קשת,-
4180,2001,בית רבן,-
4181,2001,בית רימון,-
4182,2001,בית שאן,-
4183,2001,בית שמש,-
4184,2001,בית שערים,-
4185,2001,בית שקמה,-
4186,2001,ביתן אהרן,-
4187,2001,ביתר עילית,-
4188,2001,בלפוריה,-
4189,2001,בן זכאי,-
4190,2001,בן עמי,-
4191,2001,בן שמן (כפר נוער),-
4192,2001,בן שמן (מושב),-
4193,2001,בן שמן (שיכון),-
4194,2001,בני ברק,-
4195,2001,בני דרום,-
4196,2001,בני דרור,-
4197,2001,בני יהודה,-
4198,2001,בני עטרות,-
4199,2001,"בני עי""ש",-
4200,2001,בני עצמון,-
4201,2000,אבו גוש,-
4202,2000,אבו סנאן,-
4203,2000,אבטין,-
4204,2000,אבטליון,-
4205,2000,אביאל,-
4206,2000,אביבים,-
4207,2000,אביגדור,-
4208,2000,אביחיל,-
4209,2000,אביטל,-
4210,2000,אביעזר,-
4211,2000,אבירים,-
4212,2000,אבן יהודה,-
4213,2000,אבן יצחק (גלעד),-
4214,2000,אבן מנחם,-
4215,2000,אבן ספיר,-
4216,2000,אבן שמואל,-
4217,2000,אבני איתן,-
4218,2000,אבני חפץ,-
4219,2000,אבשלום,-
4220,2000,אדורה,-
4221,2000,אדירים,-
4222,2000,אדמית,-
4223,2000,אדרת,-
4224,2000,אודים,-
4225,2000,אודם,-
4226,2000,אוהד,-
4227,2000,אוהלו,-
4228,2000,אום אל-גנם,-
4229,2000,אום אל-פחם,-
4230,2000,אום אל-קוטוף,-
4231,2000,אומן,-
4232,2000,אומץ,-
4233,2000,אופקים,-
4234,2000,אור הגנוז,-
4235,2000,אור הנר,-
4236,2000,אור יהודה,-
4237,2000,אור עקיבא,-
4238,2000,אורה,-
4239,2000,אורון,-
4240,2000,אורות,-
4241,2000,אורטל,-
4242,2000,אורים,-
4243,2000,אורנים,-
4244,2000,אורנית,-
4245,2000,אושה,-
4246,2000,אזור,-
4247,2000,אזור תעשייה אכזיב (מילואות),-
4248,2000,אזור תעשייה נעמן (מילואות),-
4249,2000,אחווה,-
4250,2000,אחוזם,-
4251,2000,אחוזת ברק,-
4252,2000,אחיהוד,-
4253,2000,אחיטוב,-
4254,2000,אחיסמך,-
4255,2000,אחיעזר,-
4256,2000,איבים,-
4257,2000,אייל,-
4258,2000,איילת השחר,-
4259,2000,אילון,-
4260,2000,אילון תבור*,-
4261,2000,אילות,-
4262,2000,אילנייה,-
4263,2000,אילת,-
4264,2000,איתמר,-
4265,2000,איתן,-
4266,2000,איתנים,-
4267,2000,אכסאל,-
4268,2000,אל -עריאן,-
4269,2000,אל -רום,-
4270,2000,אלומה,-
4271,2000,אלומות,-
4272,2000,אלון הגליל,-
4273,2000,אלון מורה,-
4274,2000,אלון שבות,-
4275,2000,אלוני אבא,-
4276,2000,אלוני הבשן,-
4277,2000,אלוני יצחק,-
4278,2000,אלונים,-
4279,2000,אלי סיני,-
4280,2000,אליכין,-
4281,2000,אלי-עד,-
4282,2000,אליפז,-
4283,2000,אליפלט,-
4284,2000,אליקים,-
4285,2000,אלישיב,-
4286,2000,אלישמע,-
4287,2000,אלמגור,-
4288,2000,אלמוג,-
4289,2000,אלעד,-
4290,2000,אלעזר,-
4291,2000,אלפי מנשה,-
4292,2000,אלקוש,-
4293,2000,אלקנה,-
4294,2000,אמונים,-
4295,2000,אמירים,-
4296,2000,אמנון,-
4297,2000,אמציה,-
4298,2000,אניעם,-
4299,2000,אספר,-
4300,2000,אעבלין,-
4301,2000,אפיק,-
4302,2000,אפיקים,-
4303,2000,אפעל-מרכז סמינריוני,-
4304,2000,אפק,-
4305,2000,אפרתה,-
4306,2000,ארבל,-
4307,2000,ארגמן,-
4308,2000,ארז,-
4309,2000,אריאל,-
4310,2000,ארסוף,-
4311,2000,אשבול,-
4312,2000,אשבל,-
4313,2000,אשדוד,-
4314,2000,אשדות יעקב (איחוד),-
4315,2000,אשדות יעקב (מאוחד),-
4316,2000,אשחר,-
4317,2000,אשכולות,-
4318,2000,אשל הנשיא,-
4319,2000,אשלים,-
4320,2000,אשקלון,-
4321,2000,אשרת,-
4322,2000,אשתאול,-
4323,2000,אתגר,-
4324,2000,באקה אל-גרביה,-
4325,2000,באר אורה,-
4326,2000,באר טוביה,-
4327,2000,באר יעקב,-
4328,2000,באר שבע,-
4329,2000,בארות יצחק,-
4330,2000,בארותיים,-
4331,2000,בארי,-
4332,2000,בדולח,-
4333,2000,בוסתן הגליל,-
4334,2000,בועיינה-נוג'ידאת,-
4335,2000,בוקעאתא,-
4336,2000,בורגתה,-
4337,2000,בחן,-
4338,2000,בטחה,-
4339,2000,"בי""ס אזורי מקיף-מטה אשר*",-
4340,2000,ביצרון,-
4341,2000,ביר אל-מכסור,-
4342,2000,בירייה,-
4343,2000,בית אורן,-
4344,2000,בית אל,-
4345,2000,בית אלעזרי,-
4346,2000,בית אלפא,-
4347,2000,בית אריה,-
4348,2000,בית ברל,-
4349,2000,בית גוברין,-
4350,2000,בית גמליאל,-
4351,2000,בית ג'ן,-
4352,2000,בית דגן,-
4353,2000,בית הגדי,-
4354,2000,בית הלוי,-
4355,2000,בית הלל,-
4356,2000,בית העמק,-
4357,2000,בית הערבה,-
4358,2000,בית השיטה,-
4359,2000,בית זיד,-
4360,2000,בית זית,-
4361,2000,בית זרע,-
4362,2000,בית חולים פוריה,-
4363,2000,בית חורון,-
4364,2000,בית חלקיה,-
4365,2000,בית חנן,-
4366,2000,בית חנניה,-
4367,2000,בית חרות,-
4368,2000,בית חשמונאי,-
4369,2000,בית יהושע,-
4370,2000,בית יוסף,-
4371,2000,בית ינאי,-
4372,2000,בית יצחק-שער חפר,-
4373,2000,בית לחם הגלילית,-
4374,2000,בית מאיר,-
4375,2000,בית נחמיה,-
4376,2000,בית ניר,-
4377,2000,בית נקופה,-
4378,2000,בית עובד,-
4379,2000,בית עוזיאל,-
4380,2000,בית עזרא,-
4381,2000,בית עריף,-
4382,2000,בית צבי,-
4383,2000,בית קמה,-
4384,2000,בית קשת,-
4385,2000,בית רבן,-
4386,2000,בית רימון,-
4387,2000,בית שאן,-
4388,2000,בית שמש,-
4389,2000,בית שערים,-
4390,2000,בית שקמה,-
4391,2000,ביתן אהרן,-
4392,2000,ביתר עילית,-
4393,2000,בלפוריה,-
4394,2000,בן זכאי,-
4395,2000,בן עמי,-
4396,2000,בן שמן (כפר נוער),-
4397,2000,בן שמן (מושב),-
4398,2000,בן שמן (שיכון),-
4399,2000,בני ברק,-
4400,2000,בני דרום,-
4401,1999,אבו גוש,-
4402,1999,אבו סנאן,-
4403,1999,אבטין,-
4404,1999,אבטליון,-
4405,1999,אביאל,-
4406,1999,אביבים,-
4407,1999,אביגדור,-
4408,1999,אביחיל,-
4409,1999,אביטל,-
4410,1999,אביעזר,-
4411,1999,אבירים,-
4412,1999,אבן יהודה,-
4413,1999,אבן יצחק (גלעד),-
4414,1999,אבן מנחם,-
4415,1999,אבן ספיר,-
4416,1999,אבן שמואל,-
4417,1999,אבני איתן,-
4418,1999,אבני חפץ,-
4419,1999,אבשלום,-
4420,1999,אדורה,-
4421,1999,אדירים,-
4422,1999,אדמית,-
4423,1999,אדרת,-
4424,1999,אודים,-
4425,1999,אודם,-
4426,1999,אוהד,-
4427,1999,אוהלו,-
4428,1999,אום אל-גנם,-
4429,1999,אום אל-פחם,-
4430,1999,אום אל-קוטוף,-
4431,1999,אומן,-
4432,1999,אומץ,-
4433,1999,אופקים,-
4434,1999,אור הגנוז,-
4435,1999,אור הנר,-
4436,1999,אור יהודה,-
4437,1999,אור עקיבא,-
4438,1999,אורה,-
4439,1999,אורון,-
4440,1999,אורות,-
4441,1999,אורטל,-
4442,1999,אורים,-
4443,1999,אורנים,-
4444,1999,אורנית,-
4445,1999,אושה,-
4446,1999,אזור,-
4447,1999,אזור תעשייה אכזיב (מילואות),-
4448,1999,אזור תעשייה נעמן (מילואות),-
4449,1999,אחווה,-
4450,1999,אחוזם,-
4451,1999,אחוזת ברק,-
4452,1999,אחיהוד,-
4453,1999,אחיטוב,-
4454,1999,אחיסמך,-
4455,1999,אחיעזר,-
4456,1999,איבים,-
4457,1999,אייל,-
4458,1999,איילת השחר,-
4459,1999,אילון,-
4460,1999,אילון תבור*,-
4461,1999,אילות,-
4462,1999,אילניה,-
4463,1999,אילת,-
4464,1999,איתמר,-
4465,1999,איתן,-
4466,1999,איתנים,-
4467,1999,אכסאל,-
4468,1999,אל -עריאן,-
4469,1999,אל -רום,-
4470,1999,אלומה,-
4471,1999,אלומות,-
4472,1999,אלון הגליל,-
4473,1999,אלון מורה,-
4474,1999,אלון שבות,-
4475,1999,אלוני אבא,-
4476,1999,אלוני הבשן,-
4477,1999,אלוני יצחק,-
4478,1999,אלונים,-
4479,1999,אלי סיני,-
4480,1999,אלי על,-
4481,1999,אליכין,-
4482,1999,אליפז,-
4483,1999,אליפלט,-
4484,1999,אליקים,-
4485,1999,אלישיב,-
4486,1999,אלישמע,-
4487,1999,אלמגור,-
4488,1999,אלמוג,-
4489,1999,אלעד,-
4490,1999,אלעזר,-
4491,1999,אלפי מנשה,-
4492,1999,אלקוש,-
4493,1999,אלקנה,-
4494,1999,אמונים,-
4495,1999,אמירים,-
4496,1999,אמנון,-
4497,1999,אמציה,-
4498,1999,אניעם,-
4499,1999,אספר,-
4500,1999,אעבלין,-
4501,1999,אפיק,-
4502,1999,אפיקים,-
4503,1999,אפעל-מרכז סמינריוני,-
4504,1999,אפק,-
4505,1999,אפרתה,-
4506,1999,ארבל,-
4507,1999,ארגמן,-
4508,1999,ארז,-
4509,1999,אריאל,-
4510,1999,ארסוף,-
4511,1999,אשבול,-
4512,1999,אשבל,-
4513,1999,אשדוד,-
4514,1999,אשדות יעקב (איחוד),-
4515,1999,אשדות יעקב (מאוחד),-
4516,1999,אשחר,-
4517,1999,אשכולות,-
4518,1999,אשל הנשיא,-
4519,1999,אשלים,-
4520,1999,אשקלון,-
4521,1999,אשרת,-
4522,1999,אשתאול,-
4523,1999,אתגר,-
4524,1999,באקה אל-גרביה,-
4525,1999,באר אורה,-
4526,1999,באר טוביה,-
4527,1999,באר יעקב,-
4528,1999,באר שבע,-
4529,1999,בארות יצחק,-
4530,1999,בארותיים,-
4531,1999,בארי,-
4532,1999,בדולח,-
4533,1999,בוסתן הגליל,-
4534,1999,בועיינה-נוג'ידאת,-
4535,1999,בוקעאתא,-
4536,1999,בורגתה,-
4537,1999,בחן,-
4538,1999,בטחה,-
4539,1999,"בי""ס אזורי מקיף-מטה אשר*",-
4540,1999,ביצרון,-
4541,1999,ביר אל-מכסור,-
4542,1999,ביריה,-
4543,1999,בית אורן,-
4544,1999,בית אל,-
4545,1999,בית אלעזרי,-
4546,1999,בית אלפא,-
4547,1999,בית אריה,-
4548,1999,בית ברל,-
4549,1999,בית גוברין,-
4550,1999,בית גמליאל,-
4551,1999,בית ג'ן,-
4552,1999,בית דגן,-
4553,1999,בית הגדי,-
4554,1999,בית הלוי,-
4555,1999,בית הלל,-
4556,1999,בית העמק,-
4557,1999,בית הערבה,-
4558,1999,בית השיטה,-
4559,1999,בית זיד,-
4560,1999,בית זית,-
4561,1999,בית זרע,-
4562,1999,בית חולים פוריה,-
4563,1999,בית חורון,-
4564,1999,בית חלקיה,-
4565,1999,בית חנן,-
4566,1999,בית חנניה,-
4567,1999,בית חרות,-
4568,1999,בית חשמונאי,-
4569,1999,בית יהושע,-
4570,1999,בית יוסף,-
4571,1999,בית ינאי,-
4572,1999,בית יצחק-שער חפר,-
4573,1999,בית לחם הגלילית,-
4574,1999,בית מאיר,-
4575,1999,בית נחמיה,-
4576,1999,בית ניר,-
4577,1999,בית נקופה,-
4578,1999,בית עובד,-
4579,1999,בית עוזיאל,-
4580,1999,בית עזרא,-
4581,1999,בית עריף,-
4582,1999,בית צבי,-
4583,1999,בית קמה,-
4584,1999,בית קשת,-
4585,1999,בית רבן,-
4586,1999,בית רימון,-
4587,1999,בית שאן,-
4588,1999,בית שמש,-
4589,1999,בית שערים,-
4590,1999,בית שקמה,-
4591,1999,ביתן אהרן,-
4592,1999,ביתר עילית,-
4593,1999,בלפוריה,-
4594,1999,בן זכאי,-
4595,1999,בן עמי,-
4596,1999,בן שמן (כפר נוער),-
4597,1999,בן שמן (מושב),-
4598,1999,בן שמן (שיכון),-
4599,1999,בני ברק,-
4600,1999,בני דרום,-
4601,1998,אבו גוש,-
4602,1998,אבו סנאן,-
4603,1998,אבטין,-
4604,1998,אבטליון,-
4605,1998,אביאל,-
4606,1998,אביבים,-
4607,1998,אביגדור,-
4608,1998,אביחיל,-
4609,1998,אביטל,-
4610,1998,אביעזר,-
4611,1998,אבירים,-
4612,1998,אבן יהודה,-
4613,1998,אבן יצחק (גלעד),-
4614,1998,אבן מנחם,-
4615,1998,אבן ספיר,-
4616,1998,אבן שמואל,-
4617,1998,אבני איתן,-
4618,1998,אבני חפץ,-
4619,1998,אבשלום,-
4620,1998,אדורה,-
4621,1998,אדירים,-
4622,1998,אדמית,-
4623,1998,אדרת,-
4624,1998,אודים,-
4625,1998,אודם,-
4626,1998,אוהד,-
4627,1998,אוהלו,-
4628,1998,אום אל-גנם,-
4629,1998,אום אל-פחם,-
4630,1998,אום אל-קוטוף,-
4631,1998,אומן,-
4632,1998,אומץ,-
4633,1998,אופקים,-
4634,1998,אור הגנוז,-
4635,1998,אור הנר,-
4636,1998,אור יהודה,-
4637,1998,אור עקיבא,-
4638,1998,אורה,-
4639,1998,אורון,-
4640,1998,אורות,-
4641,1998,אורטל,-
4642,1998,אורים,-
4643,1998,אורנים,-
4644,1998,אורנית,-
4645,1998,אושה,-
4646,1998,אזור,-
4647,1998,אזור תעשייה אכזיב (מילואות),-
4648,1998,אזור תעשייה נעמן (מילואות),-
4649,1998,אחווה,-
4650,1998,אחוזם,-
4651,1998,אחיהוד,-
4652,1998,אחיטוב,-
4653,1998,אחיסמך,-
4654,1998,אחיעזר,-
4655,1998,איבים,-
4656,1998,אייל,-
4657,1998,איילת השחר,-
4658,1998,אילון,-
4659,1998,אילון תבור*,-
4660,1998,אילות,-
4661,1998,אילניה,-
4662,1998,אילת,-
4663,1998,איתמר,-
4664,1998,איתן,-
4665,1998,איתנים,-
4666,1998,אכסאל,-
4667,1998,אל -עריאן,-
4668,1998,אל -רום,-
4669,1998,אלומה,-
4670,1998,אלומות,-
4671,1998,אלון הגליל,-
4672,1998,אלון מורה,-
4673,1998,אלון שבות,-
4674,1998,אלוני אבא,-
4675,1998,אלוני הבשן,-
4676,1998,אלוני יצחק,-
4677,1998,אלונים,-
4678,1998,אלי סיני,-
4679,1998,אלי על,-
4680,1998,אליכין,-
4681,1998,אליפז,-
4682,1998,אליפלט,-
4683,1998,אליקים,-
4684,1998,אלישיב,-
4685,1998,אלישמע,-
4686,1998,אלמגור,-
4687,1998,אלמוג,-
4688,1998,אלעזר,-
4689,1998,אלפי מנשה,-
4690,1998,אלקוש,-
4691,1998,אלקנה,-
4692,1998,אמונים,-
4693,1998,אמירים,-
4694,1998,אמנון,-
4695,1998,אמציה,-
4696,1998,אניעם,-
4697,1998,אספר,-
4698,1998,אעבלין,-
4699,1998,אפיק,-
4700,1998,אפיקים,-
4701,1998,אפעל-מרכז סמינריוני,-
4702,1998,אפק,-
4703,1998,אפרתה,-
4704,1998,ארבל,-
4705,1998,ארגמן,-
4706,1998,ארז,-
4707,1998,אריאל,-
4708,1998,ארסוף,-
4709,1998,אשבול,-
4710,1998,אשדוד,-
4711,1998,אשדות יעקב (איחוד),-
4712,1998,אשדות יעקב (מאוחד),-
4713,1998,אשחר,-
4714,1998,אשכולות,-
4715,1998,אשל הנשיא,-
4716,1998,אשלים,-
4717,1998,אשקלון,-
4718,1998,אשרת,-
4719,1998,אשתאול,-
4720,1998,אתגר,-
4721,1998,באקה אל-גרביה,-
4722,1998,באר אורה,-
4723,1998,באר טוביה,-
4724,1998,באר יעקב,-
4725,1998,באר שבע,-
4726,1998,בארות יצחק,-
4727,1998,בארותיים,-
4728,1998,בארי,-
4729,1998,בדולח,-
4730,1998,בוסתן הגליל,-
4731,1998,בועיינה-נוג'ידאת,-
4732,1998,בוקעאתא,-
4733,1998,בורגתה,-
4734,1998,בחן,-
4735,1998,בטחה,-
4736,1998,"בי""ס אזורי מקיף-מטה אשר*",-
4737,1998,ביצרון,-
4738,1998,ביר אל-מכסור,-
4739,1998,ביריה,-
