Years,שם יישוב,סמל היישוב,סך הכל,רכב פרטי,משאית סך הכל,משאית עד 4.0 טון עד 2008 משאית עד 3.5 טון החל ב- 2009,משאית מ - 4.1 עד 15.9 טון עד 2008 משאית מ - 3.6 עד 12.0 טון החל ב- 2009,משאית + 16.0 טון עד 2008 משאית + 12.1 טון החל ב- 2009,אוטובוס,מונית,אופנוע,רכב מיוחד,אוטובוס זעיר קיים מ - 1993
2020,חגי,3764,198,177,14,13,1,-,-,-,7,-,-
2020,חד-נס,4026,432,360,43,37,5,1,1,-,24,-,4
2020,חדרה,6500,38945,34437,2586,1617,565,404,78,197,1446,55,146
2020,חולון,6600,103045,88404,5964,3563,2071,330,1522,1249,5601,74,231
2020,חצבה,13,415,290,100,83,16,1,-,-,25,-,-
2020,חפצי-בה,90,256,220,23,17,5,1,-,2,11,-,-
2020,חירות,162,695,604,64,51,7,6,-,-,26,1,-
2020,חיבת ציון,219,395,326,49,33,6,10,-,-,19,-,1
2020,חניתה,280,328,291,19,18,1,-,-,1,17,-,-
2020,חמדיה,343,158,144,9,5,3,1,-,-,5,-,-
2020,חפץ חיים,363,207,184,19,11,6,2,-,-,4,-,-
2020,חצב,700,794,562,197,98,35,64,-,-,35,-,-
2020,"חמ""ד",801,460,379,52,26,22,4,-,-,28,-,1
2020,חניאל,807,466,384,45,28,16,1,-,4,32,1,-
2020,חלץ,820,279,195,75,20,15,40,-,1,7,-,1
2020,חמאם,993,625,537,68,49,9,10,6,-,7,4,3
2020,חנתון,1257,349,306,28,17,9,2,-,-,15,-,-
2020,חלוץ,1272,226,207,14,13,1,-,-,-,5,-,-
2020,חצור הגלילית,2034,3617,3096,332,178,95,59,18,23,105,32,11
2020,חמרה,3609,109,83,23,21,2,-,1,-,2,-,-
2020,חיננית,3643,424,366,24,19,4,1,1,4,17,-,12
2020,חמדת,3646,79,66,7,5,2,-,-,-,6,-,-
2020,חיפה,4000,130030,115560,10234,6577,2423,1234,650,379,2773,277,157
2020,חספין,4005,374,338,29,28,1,-,-,-,6,-,1
2020,טירת צבי,268,250,219,19,15,4,-,-,-,12,-,-
2020,חצרים,397,223,185,23,22,1,-,-,-,15,-,-
2020,חצור-אשדוד,406,313,282,28,19,2,7,-,-,3,-,-
2020,חרב לאת,422,403,350,33,26,5,2,-,-,19,-,1
2020,טל שחר,462,651,536,84,49,28,7,-,-,29,2,-
2020,טייבה (בעמק),497,817,667,134,89,35,10,-,1,9,-,6
2020,טורעאן,498,5978,4605,1217,610,188,419,88,9,39,13,7
2020,טירת יהודה,663,605,483,90,37,17,36,1,-,19,7,5
2020,טובא-זנגרייה,962,2709,2218,412,238,55,119,10,5,33,5,26
2020,חרוצים,1024,407,345,34,25,8,1,-,7,21,-,-
2020,טללים,1177,183,167,11,8,3,-,-,-,5,-,-
2020,טל-אל,1181,608,553,31,24,7,-,-,-,22,1,1
2020,חרשים,1209,151,133,14,14,-,-,-,-,4,-,-
2020,חריש,1247,6020,5549,237,191,39,7,3,15,214,-,2
2020,טירת כרמל,2100,9239,8364,499,276,179,44,10,109,231,12,14
2020,טירה,2720,12968,10559,2032,1180,450,402,16,50,236,8,67
2020,טייבה,2730,18931,15485,2759,1792,375,592,89,67,245,54,232
2020,חרמש,3717,141,111,19,13,6,-,-,3,8,-,-
2020,חשמונאים,3770,1170,1099,37,31,6,-,-,1,33,-,-
2020,טבריה,6700,15852,13712,1149,670,323,156,56,89,750,17,79
2020,יבנאל,46,1517,1267,190,104,41,45,-,4,53,2,1
2020,"יד רמב""ם",64,631,491,113,49,56,8,2,2,23,-,-
2020,יגור,96,471,421,28,20,7,1,-,-,22,-,-
2020,יד מרדכי,358,294,268,16,11,3,2,-,-,9,-,1
2020,טמרה (יזרעאל),547,677,503,73,55,15,3,52,-,6,1,42
2020,יד בנימין,577,1161,1063,84,40,39,5,-,1,13,-,-
2020,יד חנה,758,463,338,34,19,14,1,-,-,16,75,-
2020,יד נתן,775,329,255,53,21,23,9,-,-,21,-,-
2020,יגל,798,464,351,68,31,19,18,1,15,21,-,8
2020,יד השמונה,1134,95,83,10,10,-,-,-,-,2,-,-
2020,יהל,1158,105,87,12,12,-,-,-,-,6,-,-
2020,טפחות,1214,228,138,83,19,6,58,-,1,5,-,1
2020,יבול,1232,167,138,16,11,5,-,-,-,13,-,-
2020,יאנוח-ג'ת,1295,2827,2407,344,271,46,27,1,3,56,2,14
2020,יובל,2009,302,250,34,28,3,3,-,-,18,-,-
2020,יבנה,2660,20757,18116,1659,833,603,223,68,148,674,12,80
2020,טנא,3743,343,304,24,18,4,2,-,-,15,-,-
2020,טלמון,3788,1099,986,85,76,9,-,-,1,27,-,-
2020,טמרה,8900,14757,12242,2127,1460,399,268,60,16,228,15,69
2020,יהוד-מונוסון,9400,14606,12608,986,565,338,83,1,145,854,6,6
2020,יסוד המעלה,29,1034,783,190,147,40,3,-,-,61,-,-
2020,יפעת,134,415,357,43,24,10,9,-,-,15,-,-
2020,יחיעם,409,299,266,24,21,3,-,-,-,8,-,1
2020,יסודות,440,133,117,15,11,4,-,-,-,-,-,1
2020,יזרעאל,452,185,165,15,8,4,3,-,-,5,-,-
2020,יפיע,499,7991,6610,1191,886,192,113,4,29,106,24,27
2020,יסעור,575,282,246,26,19,5,2,-,-,10,-,-
2020,ינוב,753,462,388,55,33,18,4,-,1,16,1,1
2020,יערה,795,410,341,41,23,15,3,6,1,11,-,10
2020,יושיביה,803,188,164,18,13,5,-,-,2,2,1,1
2020,יכיני,811,320,256,55,21,12,22,-,2,6,-,1
2020,יטבתה,866,141,111,18,18,-,-,-,-,12,-,-
2020,יעף,1044,135,120,12,8,4,-,-,-,2,1,-
2020,יודפת,1112,434,368,51,44,7,-,-,-,15,-,-
2020,יעד,1138,322,305,10,10,-,-,-,-,7,-,-
2020,יובלים,1226,644,587,43,39,4,-,-,-,14,-,-
2020,ינון,2011,681,528,110,62,29,19,8,5,20,1,9
2020,יפית,3566,100,76,19,13,6,-,-,-,5,-,-
2020,"ייט""ב",3607,114,95,17,14,3,-,-,-,2,-,-
2020,יונתן,4007,252,223,23,21,2,-,-,-,6,-,-
2020,ירקונה,183,254,197,18,14,4,-,-,-,39,-,-
2020,יקנעם עילית,240,9359,8658,391,253,92,46,6,29,214,4,57
2020,יקנעם (מושבה),241,767,618,100,50,30,20,16,-,24,-,9
2020,יקום,417,454,306,94,20,56,18,-,-,54,-,-
2020,יפתח,453,305,279,13,10,3,-,-,-,13,-,-
2020,ירכא,502,7674,6255,1155,798,163,194,49,16,121,34,44
2020,כאבול,504,4943,4209,522,370,113,39,63,10,74,7,58
2020,כאוכב אבו אל-היג'א,505,1695,1450,204,142,42,20,7,10,16,2,6
2020,יראון,623,157,139,14,12,1,1,-,-,4,-,-
2020,ירחיב,718,564,462,73,40,18,15,-,3,26,-,-
2020,יציץ,759,460,359,69,31,30,8,-,4,10,7,11
2020,ישעי,805,313,264,28,22,6,-,-,2,19,-,-
2020,ישרש,828,610,474,108,46,48,14,-,1,27,-,-
2020,ירוחם,831,3504,3008,389,308,61,20,15,17,62,1,12
2020,ישע,916,302,212,75,36,21,18,-,-,15,-,-
2020,יתד,1227,265,217,34,22,11,1,-,-,14,-,-
2020,ירדנה,2026,208,149,49,17,7,25,-,2,8,-,-
2020,ירושלים,3000,265810,221919,23540,16292,4401,2847,2102,2285,13475,328,2161
2020,יקיר,3647,718,668,31,25,6,-,-,1,17,-,1
2020,יצהר,3749,454,381,60,37,16,7,-,-,10,2,1
2020,כנרת (מושבה),63,392,344,37,32,5,-,2,2,7,-,-
2020,כדורי,371,90,25,18,-,8,10,37,-,2,-,8
2020,כברי,576,426,369,25,15,4,6,-,-,29,3,-
2020,כוכב מיכאל,824,488,395,71,41,18,12,-,-,21,1,-
2020,כיסופים,840,111,102,8,5,3,-,-,-,1,-,-
2020,כישור,1153,21,17,3,3,-,-,1,-,-,-,-
2020,כליל,1183,338,274,54,49,5,-,-,-,10,-,-
2020,כמון,1201,329,292,25,24,1,-,-,-,12,-,-
2020,כחל,1210,272,244,23,22,1,-,-,-,5,-,-
2020,כוכב יאיר,1224,5515,4796,445,204,185,56,65,13,182,10,4
2020,כלנית,1229,207,127,74,13,20,41,-,-,6,-,-
2020,כורזים,1252,229,201,19,16,3,-,-,-,9,-,-
2020,כמהין,1291,113,71,38,29,8,1,-,-,4,-,-
2020,כמאנה,1331,474,413,48,43,1,4,-,2,10,-,1
2020,כדיתה,1338,36,26,6,6,-,-,-,-,4,-,-
2020,כחלה,1367,30,27,3,3,-,-,-,-,-,-,-
2020,כנות,2006,144,72,67,7,52,8,-,-,4,1,-
2020,כוכב השחר,3564,652,590,42,36,6,-,-,-,18,-,2
2020,כוכב יעקב,3779,1325,1175,87,72,14,1,5,2,51,-,5
2020,כנף,4028,227,163,47,36,10,1,-,-,17,-,-
2020,כנרת (קבוצה),57,274,246,15,11,3,1,-,-,13,-,-
2020,כפר גלעדי,76,330,288,38,24,3,11,-,-,4,-,-
2020,כפר גדעון,106,128,85,36,22,7,7,-,-,6,1,-
2020,כפר ברוך,132,298,231,47,29,15,3,-,-,20,-,-
2020,"כפר ביל""ו",177,640,528,78,57,18,3,-,-,34,-,-
2020,כפר ביאליק,220,315,261,40,29,11,-,-,-,13,1,-
2020,כפר גליקסון,310,146,133,6,4,2,-,-,-,7,-,-
2020,כפר בלום,357,374,316,40,26,14,-,2,-,14,-,2
2020,כפר אוריה,364,411,324,58,38,11,9,-,-,24,5,-
2020,כפר גלים,427,41,37,4,3,1,-,-,-,-,-,-
2020,כפר ברא,633,1766,1354,370,176,85,109,5,10,15,1,11
2020,כפר אחים,690,388,326,43,26,14,3,1,1,16,1,-
2020,כפר דניאל,707,332,295,20,13,7,-,-,-,17,-,-
2020,כפר אביב,857,426,338,68,23,9,36,-,-,20,-,-
2020,כסלון,859,174,153,17,10,7,-,-,2,2,-,-
2020,כעביה-טבאש-חג'אג'רה,978,2239,1848,293,215,47,31,34,1,26,1,36
2020,כסיפה,1059,2263,1612,485,409,33,43,36,6,7,1,116
2020,כסרא-סמיע,1296,3160,2727,376,304,27,45,-,3,26,2,26
2020,כפר בן נון,2010,362,311,37,20,15,2,-,-,14,-,-
2020,כפר אדומים,3638,1643,1461,97,80,14,3,-,1,80,1,3
2020,כפר חסידים א',112,442,346,78,46,30,2,-,-,14,1,3
2020,כפר הס,187,702,615,57,41,15,1,-,-,30,-,-
2020,כפר ויתקין,190,1076,897,130,92,27,11,-,-,49,-,-
2020,כפר החורש,192,297,258,33,18,14,1,-,-,6,-,-
2020,כפר חיים,193,359,280,62,35,12,15,-,-,17,-,-
2020,"כפר הרא""ה",217,484,427,45,33,11,1,-,-,9,-,3
2020,כפר המכבי,254,167,138,18,12,5,1,7,-,2,1,1
2020,כפר חיטים,255,374,318,43,32,7,4,-,-,13,-,-
2020,כפר ורבורג,320,712,508,188,54,25,109,-,-,16,-,-
2020,כפר הנשיא,443,290,270,15,12,2,1,-,-,5,-,-
2020,כפר הנגיד,582,656,527,81,48,32,1,-,-,48,-,-
2020,כפר חושן,609,480,383,78,41,22,15,-,6,11,2,-
2020,"כפר חב""ד",696,1497,1310,134,96,34,4,12,-,40,-,1
2020,כפר זיתים,786,304,261,22,15,7,-,-,2,19,-,-
2020,"כפר הרי""ף",888,432,369,45,27,9,9,-,-,17,-,1
2020,כפר הנוער הדתי,890,10,10,-,-,-,-,-,-,-,-,-
2020,כפר ורדים,1263,2850,2643,133,105,25,3,-,1,72,-,1
2020,כפר חנניה,1297,374,319,38,29,6,3,1,-,16,-,-
2020,כפר זוהרים,1325,4,3,1,1,-,-,-,-,-,-,-
2020,כפר האורנים,3796,942,858,33,22,11,-,5,1,45,-,-
2020,כפר יחזקאל,85,605,444,86,65,11,10,5,2,49,-,19
2020,"כפר מל""ל",98,200,159,28,20,8,-,-,-,13,-,-
2020,כפר יהושע,140,604,480,93,64,27,2,-,-,29,1,1
2020,כפר יונה,168,10747,9462,679,480,144,55,5,44,549,4,4
2020,כפר יעבץ,170,328,263,44,32,11,1,-,1,20,-,-
2020,כפר ידידיה,233,379,307,44,26,13,5,4,-,24,-,-
2020,כפר מנחם,274,543,451,63,33,25,5,-,1,28,-,-
2020,כפר מסריק,297,243,213,24,20,1,3,-,-,6,-,-
2020,כפר נטר,316,604,458,84,64,19,1,1,-,25,2,34
2020,כפר מונש,387,421,342,61,39,16,6,-,-,16,2,-
2020,כפר יאסיף,507,5063,4338,555,409,98,48,3,28,119,2,18
2020,כפר כמא,508,1574,1369,100,74,17,9,3,-,98,-,4
2020,כפר כנא,509,9213,7541,1419,1001,249,169,82,6,99,15,51
2020,כפר מנדא,510,7261,6104,829,557,188,84,32,50,51,8,187
2020,כפר מצר,512,1069,854,162,122,19,21,6,1,33,-,13
2020,כפר טרומן,673,486,399,61,30,27,4,-,-,26,-,-
2020,כפר מרדכי,764,361,303,50,28,16,6,-,-,7,1,-
2020,כפר חסידים ב',889,124,114,9,7,2,-,-,-,1,-,-
2020,כפר מימון,1095,302,251,30,24,5,1,-,-,19,2,-
2020,כפר חרוב,4004,256,230,20,14,6,-,-,-,6,-,-
2020,כפר תבור,47,2314,2065,161,96,50,15,-,1,86,1,-
2020,כפר סילבר,107,34,29,4,2,1,1,-,-,1,-,-
2020,כפר פינס,189,233,202,24,18,5,1,-,1,6,-,-
2020,כפר סירקין,249,817,638,112,66,36,10,-,3,64,-,-
2020,כפר שמריהו,267,1412,1265,70,56,13,1,1,1,75,-,-
2020,כפר רופין,295,198,177,10,7,3,-,-,1,10,-,-
2020,כפר סאלד,345,298,264,16,14,2,-,-,-,18,-,-
2020,כפר קיש,388,321,259,38,24,13,1,-,-,24,-,-
2020,כפר ראש הנקרה,579,572,500,34,32,2,-,-,-,36,-,2
2020,כפר שמאי,605,230,191,29,18,6,5,-,-,9,-,1
2020,כפר קאסם,634,11363,8416,2313,835,618,860,95,94,131,115,199
2020,כפר קרע,654,9032,7438,1296,927,191,178,61,8,182,11,36
2020,כפר שמואל,743,447,381,44,32,10,2,-,1,20,-,1
2020,כפר עזה,845,462,426,15,12,1,2,-,-,20,1,-
2020,כפר עבודה,875,1,1,-,-,-,-,-,-,-,-,-
2020,כפר רוזנואלד (זרעית),1130,155,137,13,10,3,-,-,-,5,-,-
2020,כפר רות,1166,197,153,40,10,22,8,-,2,1,1,-
2020,כפר עציון,3488,238,209,17,16,1,-,-,-,12,-,-
2020,כפר תפוח,3572,350,295,46,31,14,1,-,-,9,-,-
2020,כפר סבא,6900,45403,39970,2287,1345,614,328,1170,177,1716,40,43
2020,כרם בן שמן,88,45,37,4,4,-,-,-,-,4,-,-
2020,להבות הבשן,380,396,355,29,26,3,-,-,-,12,-,-
2020,"כרם מהר""ל",580,527,437,69,56,13,-,-,-,20,-,1
2020,לביא,585,165,120,43,42,1,-,-,-,2,-,-
2020,כרם בן זמרה,664,296,230,57,36,19,2,-,1,8,-,-
2020,להבות חביבה,715,379,332,31,16,14,1,-,1,15,-,-
2020,כרמייה,768,279,241,27,21,4,2,-,-,10,1,-
2020,כרם שלום,1085,61,51,8,6,2,-,-,-,2,-,-
2020,כרם יבנה (ישיבה),1094,53,50,3,3,-,-,-,-,-,-,-
2020,כרמיאל,1139,17738,15486,1205,571,291,343,87,173,545,15,227
2020,כרמים,1198,121,111,6,6,-,-,-,-,4,-,-
2020,לבון,1207,280,256,14,10,1,3,-,-,10,-,-
2020,לבנים,1230,219,193,14,14,-,-,-,3,9,-,-
2020,כרמי יוסף,1264,1119,988,76,53,22,1,-,-,53,1,1
2020,להבים,1271,3307,3119,112,81,25,6,-,7,60,8,1
2020,כרכום,1285,328,285,35,27,5,3,-,1,7,-,-
2020,כרמי קטיף,1374,166,159,7,4,3,-,-,-,-,-,-
2020,להב,2023,253,235,11,8,3,-,-,-,7,-,-
2020,כרמל,3656,148,138,9,8,1,-,-,-,1,-,-
2020,כרמי צור,3766,270,239,24,23,1,-,-,-,6,-,1
2020,לכיש,24,471,324,119,93,23,3,-,-,26,2,-
2020,לוזית,52,364,273,24,16,6,2,32,3,5,-,27
2020,מאיר שפיה,102,50,44,4,4,-,-,-,-,2,-,-
2020,לוחמי הגיטאות,595,313,270,31,24,7,-,-,-,12,-,-
2020,לימן,674,367,304,46,30,16,-,-,-,17,-,-
2020,מבוא ביתר,771,390,353,22,22,-,-,-,1,13,-,1
2020,מבטחים,829,328,237,78,40,10,28,-,-,11,-,2
2020,לקיה,1060,3716,2793,774,566,71,137,14,1,18,2,114
2020,מבועים,1080,628,543,57,29,22,6,-,3,19,1,5
2020,מבוא מודיעים,1141,89,74,9,7,2,-,-,-,4,2,-
2020,לוטם,1171,292,272,15,11,4,-,-,-,5,-,-
2020,לפידות,1173,75,63,10,8,2,-,-,-,2,-,-
2020,לוטן,1255,49,39,6,5,1,-,-,-,4,-,-
2020,לפיד,1310,1037,937,48,39,8,1,-,3,49,-,-
2020,מבואות ים,1318,22,22,-,-,-,-,-,-,-,-,-
2020,מאור,2055,655,566,64,41,19,4,1,1,23,-,-
2020,מבוא דותן,3569,203,176,17,14,3,-,-,-,9,-,1
2020,מבוא חורון,3709,797,668,112,48,54,10,-,-,15,-,2
2020,מבוא חמה,4204,232,200,27,24,3,-,-,-,5,-,-
2020,לוד,7000,50356,45719,3238,2254,690,294,130,249,770,30,220
2020,מגדל,65,895,740,107,66,31,10,1,6,41,-,-
2020,מגל,375,493,454,25,19,5,1,-,-,13,1,-
2020,מגאר,481,9322,8069,1075,850,143,82,19,17,73,10,59
2020,מג'ד אל-כרום,516,5917,5006,758,499,169,90,13,5,97,9,29
2020,מבקיעים,573,245,216,20,12,7,1,-,1,7,-,1
2020,מגידו,586,322,286,26,17,6,3,-,-,10,-,-
2020,מגדים,689,613,502,91,50,22,19,-,1,18,1,-
2020,מגן,695,246,177,51,50,1,-,7,-,11,-,-
2020,מגשימים,722,589,461,71,42,26,3,-,2,55,-,-
2020,מגדל העמק,874,8724,7880,533,302,145,86,19,24,237,2,29
2020,מדרשת רופין,897,27,6,4,2,2,-,17,-,-,-,-
2020,מבשרת ציון,1015,11915,10810,590,372,133,85,34,91,367,9,14
2020,מדרשת בן גוריון,1140,723,586,107,79,26,2,-,-,30,-,-
2020,מגן שאול,1155,306,236,49,29,18,2,-,-,18,1,2
2020,מודיעין-מכבים-רעות*,1200,37144,34462,1486,876,480,130,36,170,930,8,52
2020,מדרך עוז,2029,361,289,42,35,7,-,-,2,28,-,-
2020,מגדל עוז,3561,73,63,9,8,1,-,-,-,1,-,-
2020,מגדלים,3751,159,151,6,5,1,-,-,-,2,-,-
2020,מודיעין עילית,3797,4733,4136,417,355,53,9,23,5,107,-,45
2020,מג'דל שמס,4201,5703,4356,1253,920,232,101,8,4,52,8,22
2020,מזכרת בתיה,28,6658,6021,331,220,86,25,5,32,241,9,19
2020,מטולה,43,956,806,108,77,27,4,-,1,39,2,-
2020,מזרע,104,331,292,24,16,7,1,-,-,15,-,-
2020,מוצא עילית,208,623,567,37,26,9,2,-,1,17,-,1
2020,מולדת,269,500,429,43,31,12,-,-,-,28,-,-
2020,מחניים,308,331,297,23,18,5,-,-,1,10,-,-
2020,מזרעה,517,1758,1409,206,152,37,17,1,2,137,2,1
2020,מזור,606,668,541,82,52,24,6,-,-,44,1,-
2020,מוקייבלה,635,1756,1243,283,161,57,65,100,-,29,-,101
2020,מייסר,649,923,781,115,104,10,1,-,-,22,1,4
2020,מחסיה,776,179,162,14,8,5,1,-,3,-,-,-
2020,מטע,822,369,323,30,25,5,-,-,1,14,-,1
2020,מי עמי,1128,164,152,10,7,3,-,-,-,2,-,-
2020,מורן,1163,226,203,13,10,3,-,-,-,10,-,-
2020,מורשת,1178,591,558,23,16,7,-,-,-,9,-,1
2020,מחנה יתיר,1196,57,51,6,5,1,-,-,-,-,-,-
2020,מירב,1282,221,191,18,15,3,-,-,-,12,-,-
2020,מיטב,2054,280,220,46,17,10,19,-,-,12,-,2
2020,מחולה,3599,209,184,18,15,3,-,-,-,7,-,-
2020,מיצר,4019,95,71,19,14,3,2,-,-,5,-,-
2020,מנחמיה,48,643,509,87,61,25,1,-,2,43,-,2
2020,מלאה,164,179,129,32,18,12,2,-,-,18,-,-
2020,מסדה,263,131,116,10,8,2,-,-,-,5,-,-
2020,מסילות,298,184,166,11,10,1,-,-,-,7,-,-
2020,מנרה,347,119,104,12,8,1,3,-,-,3,-,-
2020,מכמורת,382,717,617,68,46,18,4,-,-,32,-,-
2020,מלכייה,596,182,165,13,8,5,-,-,-,4,-,-
2020,מירון,607,265,233,23,14,6,3,-,-,7,2,-
2020,מישר,731,344,307,27,14,12,1,-,-,10,-,-
2020,מנשית זבדה,994,520,398,108,69,25,14,-,5,9,-,-
2020,מלכישוע,1154,31,26,5,4,1,-,-,-,-,-,-
2020,מנוף,1174,352,329,15,13,2,-,-,-,8,-,-
2020,מכמנים,1202,228,200,17,13,4,-,-,-,10,-,1
2020,מנות,1205,251,217,21,14,3,4,-,1,12,-,-
2020,מסד,1258,213,183,22,14,8,-,-,-,8,-,-
2020,מיתר,1268,4869,4408,240,165,63,12,56,10,148,2,5
2020,מכחול,1343,60,38,19,18,1,-,-,-,-,-,3
2020,מנוחה,2030,286,240,40,23,13,4,-,1,5,-,-
2020,מלילות,2044,195,167,23,14,4,5,-,2,2,1,-
2020,מכורה,3614,88,79,5,4,1,-,-,-,4,-,-
2020,מעברות,197,325,193,113,18,8,87,-,1,14,4,-
2020,מעוז חיים,272,234,197,25,19,6,-,-,-,12,-,-
2020,מעלה החמישה,286,306,274,24,16,4,4,-,-,8,-,-
2020,מעיין צבי,290,344,330,7,6,1,-,-,-,7,-,-
2020,מעיין ברוך,416,275,251,16,14,2,-,1,1,6,-,-
2020,מעיליא,518,1753,1444,276,207,32,37,-,-,29,3,1
2020,מעונה,570,531,408,102,32,24,46,-,-,20,-,1
2020,מעגן,678,1678,1281,379,213,100,66,9,-,8,1,-
2020,מעגן מיכאל,694,397,334,44,34,9,1,-,-,18,1,-
2020,מסילת ציון,742,447,399,36,23,13,-,-,-,11,1,-
2020,מסלול,748,335,273,43,27,10,6,-,3,15,-,1
2020,מעגלים,1082,764,610,140,62,23,55,-,5,6,1,2
2020,מעלה גלבוע,1127,210,201,6,4,2,-,-,-,3,-,-
2020,מעלה אפרים,3608,509,461,32,24,7,1,-,-,15,-,1
2020,מעלה אדומים,3616,14036,12708,669,399,192,78,48,142,412,11,46
2020,מעלה מכמש,3651,517,462,37,24,13,-,-,-,17,-,1
2020,מעון,3657,173,151,16,14,2,-,-,-,6,-,-
2020,מעלה לבונה,3752,189,170,15,12,3,-,-,-,3,-,1
2020,מעלה גמלא,4008,325,236,69,59,8,2,-,-,20,-,-
2020,מסעדה,4203,1961,1437,508,401,72,35,-,-,7,2,7
2020,מקווה ישראל,22,83,67,10,8,2,-,-,-,5,-,1
2020,מצפה,58,79,65,12,4,8,-,-,-,-,-,2
2020,מצפה רמון,99,1648,1351,231,205,24,2,4,2,52,2,6
2020,מעש,230,484,404,38,26,11,1,-,-,42,-,-
2020,מצובה,325,479,435,25,17,8,-,-,-,18,1,-
2020,מענית,344,362,303,34,17,10,7,-,-,25,-,-
2020,מצר,648,208,183,16,10,6,-,-,-,9,-,-
2020,מפלסים,668,341,299,21,16,5,-,-,-,21,-,-
2020,מצליח,757,747,607,106,46,33,27,-,2,22,10,-
2020,מרגליות,843,292,230,53,31,8,14,-,1,6,-,2
2020,מעלות-תרשיחא,1063,8703,7746,635,455,135,45,47,20,209,2,44
2020,מצפה נטופה,1190,375,363,8,7,1,-,-,-,4,-,-
2020,"מצפה אבי""ב",1222,519,441,38,33,5,-,10,1,22,-,7
2020,מעלה עירון,1327,6090,5015,942,660,186,96,4,2,94,9,24
2020,מצפה אילן,1370,139,135,3,3,-,-,-,-,1,-,-
2020,מצפה יריחו,3576,630,554,50,46,4,-,-,1,24,-,1
2020,מצפה שלם,3610,80,73,6,4,1,1,-,-,1,-,-
2020,מעלה עמוס,3653,144,126,10,9,1,-,-,1,6,-,1
2020,מצדות יהודה,3745,182,168,10,10,-,-,-,-,4,-,-
2020,מרחביה (קיבוץ),66,539,456,60,20,9,31,-,1,22,-,-
2020,מרחביה (מושב),97,401,329,45,27,17,1,-,-,27,-,-
2020,משמר העמק,130,371,320,35,31,1,3,-,-,16,-,-
2020,משמר השרון,194,229,206,18,13,4,1,-,-,5,-,-
2020,משמרות,213,414,360,34,25,9,-,-,-,20,-,-
2020,משגב עם,378,145,133,4,3,1,-,-,-,8,-,-
2020,משמר הנגב,395,415,328,73,12,8,53,-,-,14,-,-
2020,משאבי שדה,421,154,138,8,6,2,-,-,-,8,-,-
2020,משהד,520,3413,2587,772,402,97,273,8,6,20,3,17
2020,משמר דוד,563,416,378,23,13,8,2,-,1,14,-,-
2020,משואות יצחק,620,255,233,15,7,4,4,-,-,7,-,-
2020,משמר איילון,670,322,247,57,29,27,1,-,-,18,-,-
2020,משמר השבעה,729,618,478,94,39,48,7,-,-,45,-,1
2020,משמר הירדן,732,418,358,44,32,11,1,-,-,15,1,-
2020,משגב דב,765,383,320,34,17,16,1,-,-,28,1,-
2020,מרכז שפירא,1098,874,818,47,36,6,5,1,1,5,-,2
2020,מרחב עם,1340,129,112,17,17,-,-,-,-,-,-,-
2020,משואה,3605,132,88,37,33,4,-,-,-,7,-,-
2020,משכיות,3785,67,56,8,7,1,-,-,-,2,-,1
2020,מרום גולן,4101,379,313,53,44,5,4,-,-,13,-,-
2020,נוגה,55,288,210,70,36,21,13,-,2,6,-,-
2020,נהלל,80,1145,936,166,117,36,13,-,4,31,1,7
2020,נהורה,309,789,588,86,29,37,20,20,46,28,2,19
2020,נגבה,315,328,295,19,12,7,-,-,1,13,-,-
2020,נבטים,396,458,414,31,14,8,9,-,-,13,-,-
2020,נאות מרדכי,408,266,235,21,18,1,2,-,-,10,-,-
2020,משמרת,425,491,395,60,43,15,2,-,-,35,1,-
2020,נאעורה,524,1019,743,266,131,42,93,-,2,3,-,5
2020,נווה אור,590,207,177,21,19,2,-,-,-,9,-,-
2020,משען,791,502,390,95,48,20,27,-,2,10,5,-
2020,נאות הכיכר,1124,156,127,23,21,2,-,-,-,6,-,-
2020,מתת,1184,111,91,17,15,2,-,-,-,3,-,-
2020,נאות סמדר,1197,53,38,13,13,-,-,-,-,2,-,-
2020,מתן,1315,1681,1495,86,54,30,2,-,7,92,-,1
2020,מתתיהו,3648,167,149,13,10,3,-,-,-,5,-,-
2020,נגוהות,3724,86,73,12,10,2,-,-,-,1,-,-
2020,"נווה אטי""ב",4303,126,97,24,16,7,1,-,-,5,-,-
2020,נוב,4304,350,282,61,48,13,-,-,-,7,-,-
2020,נאות גולן,4551,285,220,47,38,8,1,-,-,17,1,-
2020,נהרייה,9100,22941,20234,1269,767,300,202,207,81,1051,28,71
2020,נועם,15,199,156,34,12,9,13,-,3,5,-,1
2020,נופך,257,251,212,13,6,7,-,-,1,25,-,-
2020,נווה איתן,296,88,77,9,7,2,-,-,-,2,-,-
2020,נווה ים,312,130,115,14,8,5,1,-,1,-,-,-
2020,נווה אילן,405,441,394,26,19,5,2,-,1,19,1,-
2020,נווה ימין,686,841,585,201,70,55,76,-,4,35,15,1
2020,נווה מבטח,827,373,309,51,27,23,1,-,-,13,-,-
2020,נווה ירק,858,659,506,89,58,18,13,18,-,40,5,1
2020,נווה זוהר,1057,43,28,10,7,3,-,3,-,1,1,-
2020,נוף הגליל,1061,15859,14390,1038,677,271,90,26,50,288,5,62
2020,נווה מיכאל,1071,282,223,31,19,6,6,13,1,5,-,9
2020,נווה שלום,1259,164,144,9,7,1,1,-,-,10,1,-
2020,נווה חריף,1279,49,40,3,3,-,-,-,-,6,-,-
